"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_016743855.1_ASM1674385v1_genomic.fna","GCF_016864255.1_ASM1686425v1_genomic.fna","GCF_017584065.1_ASM1758406v1_genomic.fna","GCF_017603725.1_ASM1760372v1_genomic.fna","GCF_017815655.1_ASM1781565v1_genomic.fna","GCF_017815675.1_ASM1781567v1_genomic.fna","GCF_017815695.1_ASM1781569v1_genomic.fna","GCF_017897965.1_ASM1789796v1_genomic.fna","GCF_017898005.1_ASM1789800v1_genomic.fna","GCF_017898025.1_ASM1789802v1_genomic.fna","GCF_018219285.1_ASM1821928v1_genomic.fna","GCF_018219325.1_ASM1821932v1_genomic.fna","GCF_018279145.1_ASM1827914v1_genomic.fna","GCF_018516845.1_ASM1851684v1_genomic.fna","GCF_018516925.1_ASM1851692v1_genomic.fna","GCF_018517045.1_ASM1851704v1_genomic.fna","GCF_018517065.1_ASM1851706v1_genomic.fna","GCF_018517085.1_ASM1851708v1_genomic.fna","GCF_018517105.1_ASM1851710v1_genomic.fna","GCF_018517185.1_ASM1851718v1_genomic.fna"
"group_106","","hypothetical protein","2","2","1","1","938","1","3741","","443","908","675","GCF_016743855.1_ASM1674385v1_genomic.fna_02552","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00278","","","","","","","",""
"yxdL_2","","ABC transporter ATP-binding protein YxdL","2","2","1","1","4800","1","2610","","260","620","440","","","GCF_017584065.1_ASM1758406v1_genomic.fna_03055","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02716","",""
"group_1065","","hypothetical protein","2","2","1","1","5150","1","1442","","716","1718","1217","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02275","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_02262","","","","","","","","",""
"group_1070","sppA_2","Putative signal peptide peptidase SppA","2","2","1","1","5250","1","4635","","365","998","681","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_01235","GCF_018516845.1_ASM1851684v1_genomic.fna_02131","","","","","",""
"group_1081","","hypothetical protein","2","2","1","1","29","1","1885","","146","776","461","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_00787","GCF_018516845.1_ASM1851684v1_genomic.fna_00084","","","","","",""
"group_1086","","hypothetical protein","2","2","1","1","2655","197","1","","560","560","560","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00216","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00216","","","","","",""
"group_1096","npr_2","Coenzyme A disulfide reductase","2","2","1","1","2451","53","2","","818","1655","1236","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00316","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00389","","","","","",""
"group_1113","","hypothetical protein","2","2","1","1","4189","74","2","","425","1286","855","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00466","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00537","","","","","",""
"group_1169","","hypothetical protein","2","2","1","1","870","1","2","","368","422","395","","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00878","","","GCF_018517185.1_ASM1851718v1_genomic.fna_01733"
"group_1171","","hypothetical protein","2","2","1","1","7021","1","4594","","422","422","422","GCF_016743855.1_ASM1674385v1_genomic.fna_00907","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02314","","","","","","","","","","","","","","",""
"group_1185","","hypothetical protein","2","2","1","1","5223","1","1399","","1649","2102","1875","GCF_016743855.1_ASM1674385v1_genomic.fna_00954","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00953","",""
"group_1186","","hypothetical protein","2","2","1","1","5148","1","1406","","1649","2240","1944","GCF_016743855.1_ASM1674385v1_genomic.fna_01173","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_01163","",""
"xpkA_1","","Xylulose-5-phosphate phosphoketolase","2","2","1","1","1869","325","1","","884","884","884","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_01570","GCF_017815655.1_ASM1781565v1_genomic.fna_01574","","","","","","","","","","","","","","",""
"group_1221","","hypothetical protein","2","2","1","1","372","307","1","","89","89","89","","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_01378","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_01316"
"group_1234","recQ_1","ATP-dependent DNA helicase RecQ","2","2","1","1","2877","81","1","","395","1403","899","","","","","","","GCF_017815695.1_ASM1781569v1_genomic.fna_01035","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_01711","","","","","","","","",""
"group_1276","","putative ABC transporter ATP-binding protein","2","2","1","1","1717","1","661","","1592","1784","1688","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_01230","","","GCF_018516845.1_ASM1851684v1_genomic.fna_01139","","","","","",""
"group_128","","hypothetical protein","2","2","1","1","2200","1","2680","","848","878","863","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_01630","","","GCF_018516925.1_ASM1851692v1_genomic.fna_01755","","","","",""
"group_1302","","hypothetical protein","2","2","1","1","3811","1","3315","","131","131","131","","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02650","GCF_018517085.1_ASM1851708v1_genomic.fna_02579","",""
"group_1303","","hypothetical protein","2","2","1","1","3397","1","861","","578","860","719","GCF_016743855.1_ASM1674385v1_genomic.fna_02637","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02704","","",""
"group_1309","stp_2","Riboflavin transporter RibZ","2","2","1","1","1192","1","856","","689","1409","1049","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02419","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_02823",""
"group_1322","","hypothetical protein","2","2","1","1","6940","1","132","","908","908","908","","GCF_016864255.1_ASM1686425v1_genomic.fna_00829","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00835","","","","","","","",""
"lytA","","Autolysin","2","2","1","1","1475","1","1451","","1016","1019","1017","GCF_016743855.1_ASM1674385v1_genomic.fna_00959","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_01026","","","","","",""
"group_1342","","hypothetical protein","2","2","1","1","5512","1","4240","","458","458","458","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_01677","GCF_017815655.1_ASM1781565v1_genomic.fna_01681","","","","","","","","","","","","","","",""
"ytrB","","ABC transporter ATP-binding protein YtrB","2","2","1","1","3134","17","2","","266","743","504","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00666","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_00667","","","",""
"group_135","lytA_3","Autolysin","2","2","1","1","1485","1","1381","","1019","1019","1019","GCF_016743855.1_ASM1674385v1_genomic.fna_01178","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02194","","","","","","",""
"group_1351","","hypothetical protein","2","2","1","1","5203","1","4480","","2291","2291","2291","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_00794","","","","","","","","","","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00787"
"group_1358","","hypothetical protein","2","2","1","1","868","1","4698","","584","584","584","","GCF_016864255.1_ASM1686425v1_genomic.fna_02283","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00877","","",""
"group_1367","","hypothetical protein","2","2","1","1","3429","1","2993","","185","197","191","","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00500","","GCF_018517105.1_ASM1851710v1_genomic.fna_00631",""
"group_137","lytA_1","Autolysin","2","2","1","1","6932","1","124","","1019","1019","1019","","GCF_016864255.1_ASM1686425v1_genomic.fna_00837","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00843","","","","","","","",""
"group_1370","","hypothetical protein","2","2","1","1","1123","1","3921","","728","1052","890","","","","","","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_02594","","","GCF_018517105.1_ASM1851710v1_genomic.fna_02575",""
"group_1383","","putative ABC transporter ATP-binding protein","2","2","1","1","3471","1","1069","","263","656","459","","","GCF_017584065.1_ASM1758406v1_genomic.fna_03025","","","","","","","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02644","","","","",""
"group_1387","","hypothetical protein","2","2","1","1","4551","1","2464","","290","290","290","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02812","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02882","","","","","","","",""
"group_1388","","hypothetical protein","2","2","1","1","3334","1","877","","596","836","716","","GCF_016864255.1_ASM1686425v1_genomic.fna_03021","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02941","","","","","","","",""
"group_139","lytA_4","Autolysin","2","2","1","1","17","1","425","","1025","1025","1025","","GCF_016864255.1_ASM1686425v1_genomic.fna_02467","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02063","","","","","","","",""
"group_1395","","hypothetical protein","2","2","1","1","1624","1","1967","","173","392","282","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00263","","","","","","","","","","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00314",""
"group_1397","","hypothetical protein","2","2","1","1","931","1","1992","","563","1436","999","","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00300","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00321",""
"group_1398","dgaR_2","Transcriptional regulatory protein DagR","2","2","1","1","1293","1","3755","","1607","2657","2132","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00300","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_01503","","","","","","","","","",""
"group_1407","","hypothetical protein","2","2","1","1","7147","1","4505","","413","416","414","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02092","","","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00890"
"group_1408","","hypothetical protein","2","2","1","1","7150","1","4512","","413","413","413","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00594","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_01930","","",""
"lytA_4","","Autolysin","2","2","1","1","5275","1","4187","","1019","1019","1019","GCF_016743855.1_ASM1674385v1_genomic.fna_02147","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02089","",""
"group_1412","","hypothetical protein","2","2","1","1","3126","1","2719","","965","965","965","","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02810","GCF_018517085.1_ASM1851708v1_genomic.fna_02671","",""
"group_142","","hypothetical protein","2","2","1","1","810","1","3641","","479","482","480","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_00060","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00822","",""
"group_1423","","hypothetical protein","2","2","1","1","2758","1","3019","","254","254","254","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00267","GCF_017815655.1_ASM1781565v1_genomic.fna_00266","","","","","","","","","","","","","","",""
"nanA_2","","Sialidase A","2","2","1","1","2605","1","92","","443","761","602","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_01712","GCF_017815655.1_ASM1781565v1_genomic.fna_01715","","","","","","","","","","","","","","",""
"group_1448","","hypothetical protein","2","2","1","1","3609","1","3608","","233","269","251","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02914","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02884","","","","","","","","","",""
"group_145","","hypothetical protein","2","2","1","1","2746","320","2","","1178","1178","1178","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00277","GCF_017815655.1_ASM1781565v1_genomic.fna_00276","","","","","","","","","","","","","","",""
"group_1455","","hypothetical protein","2","2","1","1","4630","1","3604","","509","509","509","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_02927","GCF_017898005.1_ASM1789800v1_genomic.fna_02927","","","","","","","","","","",""
"group_1464","","hypothetical protein","2","2","1","1","4532","1","3057","","926","926","926","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00116","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00118","","","","","",""
"group_1467","","Putative prophage phiRv2 integrase","2","2","1","1","1968","1","2145","","1142","1142","1142","","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00876","","","GCF_018517185.1_ASM1851718v1_genomic.fna_01735"
"group_1484","","hypothetical protein","2","2","1","1","6879","1","391","","203","923","563","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_01521","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_01921","","",""
"group_1486","","hypothetical protein","2","2","1","1","5686","1","3825","","197","1433","815","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_01624","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_01753","",""
"group_151","","hypothetical protein","2","2","1","1","4908","1","1166","","635","635","635","GCF_016743855.1_ASM1674385v1_genomic.fna_02662","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02634","",""
"group_152","","hypothetical protein","2","2","1","1","4907","1","1165","","482","482","482","GCF_016743855.1_ASM1674385v1_genomic.fna_02663","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02635","",""
"group_155","","hypothetical protein","2","2","1","1","1463","1","3883","","362","557","459","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00272","","","","","","","","","","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00331",""
"group_158","","hypothetical protein","2","2","1","1","2160","1","2843","","770","1190","980","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_02842","","GCF_018279145.1_ASM1827914v1_genomic.fna_02613","","","","","","",""
"group_1606","rfbX","Putative O-antigen transporter","2","2","1","1","6547","1","2281","","1412","1412","1412","GCF_016743855.1_ASM1674385v1_genomic.fna_00777","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00776","","",""
"group_1617","","hypothetical protein","2","2","1","1","1998","1","28","","503","704","603","GCF_016743855.1_ASM1674385v1_genomic.fna_00846","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00852","",""
"group_1618","gtaB_2","UTP--glucose-1-phosphate uridylyltransferase","2","2","1","1","3179","1","472","","809","872","840","GCF_016743855.1_ASM1674385v1_genomic.fna_00856","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00862","",""
"group_1619","","hypothetical protein","2","2","1","1","3182","1","475","","575","575","575","GCF_016743855.1_ASM1674385v1_genomic.fna_00858","","","","","","","","","","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00864","",""
"group_1627","","hypothetical protein","2","2","1","1","7020","1","4624","","671","671","671","GCF_016743855.1_ASM1674385v1_genomic.fna_00906","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00971","","","","","","","","",""
"group_1636","","hypothetical protein","2","2","1","1","6790","1","4556","","350","350","350","GCF_016743855.1_ASM1674385v1_genomic.fna_00924","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00895","","",""
"group_1638","","hypothetical protein","2","2","1","1","7116","1","4544","","158","158","158","GCF_016743855.1_ASM1674385v1_genomic.fna_00931","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00899","","",""
"group_1644","","hypothetical protein","2","2","1","1","5134","1","1405","","1049","1049","1049","GCF_016743855.1_ASM1674385v1_genomic.fna_01172","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02200","","","","","","",""
"group_166","","hypothetical protein","2","2","1","1","5059","1","1162","","1190","1190","1190","","GCF_016864255.1_ASM1686425v1_genomic.fna_00545","","","","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_00515","","","",""
"group_1669","","hypothetical protein","2","2","1","1","7197","1","4281","","314","320","317","GCF_016743855.1_ASM1674385v1_genomic.fna_01147","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02225","","","","","","",""
"group_1670","","hypothetical protein","2","2","1","1","7196","1","4541","","203","203","203","GCF_016743855.1_ASM1674385v1_genomic.fna_01148","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02224","","","","","","",""
"group_1672","","hypothetical protein","2","2","1","1","6834","1","4526","","248","248","248","GCF_016743855.1_ASM1674385v1_genomic.fna_01160","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02212","","","","","","",""
"group_1673","","hypothetical protein","2","2","1","1","6828","1","4520","","350","359","354","GCF_016743855.1_ASM1674385v1_genomic.fna_01166","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02282","","","","","","","","","","","","","","",""
"group_1676","","hypothetical protein","2","2","1","1","5133","1","4515","","1043","1043","1043","GCF_016743855.1_ASM1674385v1_genomic.fna_01171","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02201","","","","","","",""
"cspLA_3","","Cold shock-like protein CspLA","2","2","1","1","3128","1","2717","","197","197","197","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02911","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02808","","",""
"group_170","","hypothetical protein","2","2","1","1","5657","1","1839","","446","911","678","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00974","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00886","","","","","","","",""
"group_178","","hypothetical protein","2","2","1","1","6508","1","3870","","467","911","689","","","GCF_017584065.1_ASM1758406v1_genomic.fna_01923","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_01852","","","","","","","",""
"group_183","","hypothetical protein","2","2","1","1","6507","1","3871","","176","215","195","","","GCF_017584065.1_ASM1758406v1_genomic.fna_01922","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_01851","","","","","","","",""
